text	cosmetics	cleaning	food
MINI COLOR 5ML RACING GREEN N176 - 9091176	1	0	0
ABS.INT.TAMPAX SUPERPLUS C10	1	0	0
MKU FALL EYELINER 01NOIR TEST	1	0	0
PO COMPACTO NEW N. 00 CLARINHO	1	0	0
FIRST RK DELINEADOR GL GREEN GLE03BR	1	0	0
DES LOCAO MOR C/ CHAMPAGNE VINTAGE 115G	1	0	0
SHAMPOO NEUTRO NUTRY CLEAN 2000ML	1	0	0
COMPOSE FLUIDO DE LIMPEZA (LP) - 500 ML -L.201605021	1	0	0
CK ONE SHOCK FEM 200ML EDT	1	0	0
Perfume Udv 100 ml For Men Perfume Importado UN	1	0	0
5413303 ST KIT 3 ESC DENTAL CLIA	1	0	0
CT SEDA SOS KERAFORCE 400G	1	0	0
ESMALTE ENC. T. BEAUTY U GLITER BARCELO	1	0	0
Hidratante Camelia Kevin Nichols UN	1	0	0
Gel de Arnica 100g - Onix	1	0	0
SHAMPOO ALOE VERA 300 Ml*** LOTE 15	1	0	0
- REF.: (83287500200) - AMOSTRA AGUA DE COLONIA 1ML - EI - ISSEY MIYAKE L EAU D ISSEY EAU DE TOILETTE - PROT	1	0	0
CR V SEIVA RECUP CAP 500M BAMBOO REVIT	1	0	0
Mascara Capilar 1 Kg Liso C Progressiva Gota Dourada UN	1	0	0
HAIR SPRAY KARINA FIX NORMAL 400 ML	1	0	0
DERMAGE NAIL COLOR SUNNY DAY - 7ML -L.304013	1	0	0
Escova Ora 33 18 k Import UN	1	0	0
SAB.GLIC. CASTANHA 90GR	1	0	0
MASC. CAP MANDIOCA400G	1	0	0
TALCO CREMOSO PINK 100G	1	0	0
OLEO CAPILAR FARMAX 100ML UVA	1	0	0
SHINE LOVER 357 TEST	1	0	0
SH HEAD SHOULDERS MACA REFRESCANTE 400ML	1	0	0
5 AVENIDA FEM 125ML	1	0	0
LOCAO POS BARBA - 120ML - Lote: 4857	1	0	0
MASCARA PLASTICA DOS FIOS KERATIN 1KG Lote 000031	1	0	0
SHAMPOO CATIVA NATUREZA EM BARRA	1	0	0
NUTRYTI ARGAN OIL OURO MARROQUINO 60ML - NUTRYTI	1	0	0
DESODORANTE REXONA ROLLON MASCULINO ANTIBACTERIANO 50ML	1	0	0
ESMALTE IVETE SANGALO CR PODE ENTRAR 9ML LT IS 043	1	0	0
10 DIAS - T11	1	0	0
Tinta Color Chic 125 g 8.1 Louro Cinza Clar Niely UN	1	0	0
EUCERIN PH5 LOC 125ML	1	0	0
DS LEITE ROSAS 310ML	1	0	0
GUARDANAPO DECORADO 33 X 33 CAFE DA TARDE PC 20 UN	1	0	0
SAB NIVEA 090GR ERV LIMAO OLEOS	1	0	0
CONDICIONADOR S/ ENXAGUE INTELIGENTE - 250ML	1	0	0
RG INTERDIT TEST P.ROSE 06	1	0	0
SH ELSEVE HD.MX COLAG 400M	1	0	0
Esmalte Ludurana Cremoso CR-208 Solto 8ml	1	0	0
DS-05 PINCEL PARA RETIRAR EXCESSOS	1	0	0
FOREVER - PROGRESSIVA DEFINITIVA HAIR SYSTEM - SHP DILATADOR E BALSAMO	1	0	0
ELS COND ARGININA RESIST 200ML	1	0	0
Leite De Colonia 100 ml Final Fantastic Leite De Colonia UN	1	0	0
Chupeta NUK Night E Day Neutral S2 | Lotes: 5152| GTIN: 7896098804810 | FCI: 151CD693-00A8-4E85-9ABF-29EC6E47A5EF	1	0	0
BEAUTY 4 FUN SUNNY BODY - 160G -L.201310044	1	0	0
PINCA BLACK SILVER E GOLD DIAGONAL	1	0	0
- REF.: (50535030000) - AGUA DE COLONIA 75ML - JOOP MISS - JOOP! MISS WILD EAU DE PARFUM NATURAL SPRAY	1	0	0
DES REXONA AERO TEE TROPIC 108ML	1	0	0
OLEO MURIEL MIN V CAP CERAMIDAS 80 ML	1	0	0
AQUA ROUGE LIPST TESTER 5ML 19	1	0	0
INSHINE 80GR 4	1	0	0
KIT 3 GOLDEN9024 ESTORIL/RENAN NITEX ROSA UN	1	0	0
DESCOLOR LIGHTNER MENTA ALOE PO 20G	1	0	0
DOVE DES ROLL ON BEA50	1	0	0
SABONETE ANTIBACTERIANO ALBANY PROTEGE MINERAIS MEN 90G	1	0	0
KIT INFANTIL C/ ACESSORIO SORTIDOS (037A479-01B-C-D-E-F).	1	0	0
GEL TRA LA LA KIDS MUSICAL 12X250g	1	0	0
L ABSOLU NU 102	1	0	0
ESPONJA CORPORAL 12X1	1	0	0
LA LAQUE 13 ENAMEL 00 TEST LIN	1	0	0
ORALB 3D WHITE WHITESTRIPS	1	0	0
LOCAO CORPORAL UP! 24	1	0	0
TONALIZANTE YAMA PROF COLOR 3D 60G N 3 CASTANHO ESCURO - .	1	0	0
Instain Blush - Houndstooth	1	0	0
SOMBRA PALHETA FROST SWISH	1	0	0
TINT COR-TON KIT 7.0 LOURO MEDIO 175 GR	1	0	0
BRONZ SUNDOWN BLOQ.FPS 30 200ML 51737 UN0001UN	1	0	0
ESCOVA RETA VINILTEC	1	0	0
AM E COL ARGAN PRETO 1 150G	1	0	0
GUARDANAPO PQ POA VD/BCO 10 X 50UN	1	0	0
TINT NUTRISSE MEL 70	1	0	0
5A (5.1) LIGHT ASH BROWN I.L 60 ML	1	0	0
A-SP LISTERINE6XL1000P600CM	1	0	0
Cd NutriHair Regulador da Oleosidade Lote 130071	1	0	0
DESODORANTE SPRAY MADEIRA DO OR. FEMININO - 90ml	1	0	0
AM KIT COLORELLA 7.7 MARROM DOURADO	1	0	0
OJON - NANORRECONSTRUTOR COM OLEO DE OJON- 20ML	1	0	0
SOMBRA FROST VEX	1	0	0
CORRETIVO LIQUIDO HD CLARO	1	0	0
AM ESTRELAR-047 10ML CART C/6UN	1	0	0
HID LAB NIVEA FRUTYSHINE MELAN48G	1	0	0
SABONETE FORMA CARAMBOLA 160GR LOTE: 2517	1	0	0
Lume- 35ml	1	0	0
HIDRA DESOD CORP AMORA E AMEIXA 200 ML	1	0	0
SH SEDUCAO ARRUDA 190 ml (0,2941 CX = 10,00 FR) (1)	1	0	0
SPRAY BRILHO AMAZONI ARG NEGRA 120 ML	1	0	0
ESM ALFAPARF BL 043 BLU CINTIL 6X1 10 ML	1	0	0
LOC.HID.VAS.H.TOT.CAC.200ML	1	0	0
ESMALTE IMPALA HIGH GLOSS MUNDO COLORIDO 6X1 R01011176	1	0	0
Tinta Imedia Excellence 7.3 Cor De Estrela Loreal UN	1	0	0
PROVADOR BODY SPLASH AMORE MORANGO	1	0	0
SAB NIVEA 090GR PROT LEITE(E)	1	0	0
PINCEIS 8PCS IMPALA	1	0	0
HYDRAPHASE UV LEGERE 50ML	1	0	0
AM E COL.+AMPOLA.LOURO CINZA 7.1	1	0	0
Tinta Olia 2.10 Loreal UN	1	0	0
LOC HID DOVE N.ESSEN SECA 200ML GTS SAB	1	0	0
SEP DE DEDOS LATEX S CLARA R0082	1	0	0
ROUGE IN LOVE 379N T	1	0	0
0715689 ST BATOM CHOCOLATE CHIC	1	0	0
BED HEAD U A RESURRECTION SH 750 ML	1	0	0
Batom Ref. 82 Marchetti UN	1	0	0
SABONETE FRANCIS 90GRS( LAVANDA/FRUTAS EXOTICAS)	1	0	0
SEDA SPRAY PENT KERAFORCE QUIM 12X150ML	1	0	0
ENX BUCAL LISTERINE FRESHB 250ML	1	0	0
OLE OLOVE DE MASSAGEM AMARULA 30G Tot. Tributos R$ 6,99 Federal R$ 7,78 Estadual	1	0	0
DEO COLONIA UP! 36	1	0	0
LYSALPHA MATIFIANTE CREME 40 ML	1	0	0
AC PROFUMO EDP V60ML TEST	1	0	0
SABONETE DOLCE VIVERE PISA 250gr	1	0	0
BATOM COLORBURST LIP BUTTER 096 MACAROON	1	0	0
DES.DOVE ROL.M.EXTRA FRESH 50M	1	0	0
Shampoo Argan e Macadamia 300 ml	1	0	0
PROV.SOMBRA UNO VULT COR 33/CR/	1	0	0
CREME DENTAL TANDY TUTTI FRUTTI	1	0	0
KIT ESCOVA PARA LIMPEZA DE MAMADEIRA PM ROSA BEBE	1	0	0
COLONIA AMOR DE CUPCAKE ROXO	1	0	0
CR DOVE 350GR RECONST.COMPLETA TRAT UN0001UN	1	0	0
RISQUE CANETA ESM DECO BRANCO NEVE 2ML	1	0	0
- REF.: (82433401) - AMOSTRA AGUA DE COLONIA 2ML - DG HOMME - DOLCE & GABBANA POUR HOMME EAU DE TOILKETTE	1	0	0
SH CLEAR 200ML CRESCIMENTO FORCA	1	0	0
TELOSS 5 KIT XAMPU ANTI CASPA E ANTIQUEDA + LOCAO CAPILAR 12	1	0	0
BATON CORRETIVO PRINCIER CLAIR 4G	1	0	0
COND PANTENE 400ML BRILHO EXT	1	0	0
DEO COLONIA BLACKOUT 100ML	1	0	0
ESC D CONDOR PLUS LV3PG2 35 MACIA - 8108	1	0	0
BITUFO ED 2 TUF EX MAC	1	0	0
212 VIP MEN EDTNS 100ML+SG TB100ML FD16	1	0	0
AVENE FPS30AG TERM 50	1	0	0
FRASQUEIRA SANTINO ABS CINZA	1	0	0
0552640 ST KIT SOBRANCELHA PERFE	1	0	0
ESM PRETA GIL CREMOSO BABADO FORTE 9ML	1	0	0
PHOTOAGE MINERAL FLUIDO FPS 50 - 50ML -L.201612001	1	0	0
GELFREE OIL RAYS	1	0	0
ROUGE IN LOVE 351B T	1	0	0
ESMALTE ELIANA 145 MEIA ARRASTAO	1	0	0
SHINE COLOURS - ILUMINADOR EM	1	0	0
ESMALTE AH CREM VIBE 9 ML	1	0	0
CR NOVEX 1KG REPOSITOR MASSA 3914 UN0001UN	1	0	0
MAMADEIRA SUPER DIVERTIDA SIL 260ML AZUL 2015 | Lotes: 16259| GTIN: 7896033211253	1	0	0
PROVADOR LAPIS P/SOBRANCELHAS CASTANHO	1	0	0
KENZO HOMME EDP 50ML	1	0	0
COND TRESEMME BLINDAGEM PLATINUM 400 ML UN/0001	1	0	0
ROC C-SUPERIEUR CONC.15G+15ML	1	0	0
CREME PARA PENTEAR CACHOS CRESPO DA HORA 300ML	1	0	0
Esmalte Ludurana Cremoso CR-218 Solto 8ml	1	0	0
SH.JEJ BABY HID.INTENSA 200ML	1	0	0
CONDICIONADOR CLINIHAIR PRORESTAURA 800ML	1	0	0
111022 - TESTER - NISA WOMAN EDP 100 ML	1	0	0
STUDIO FIX FLUID SPF 15 NW25	1	0	0
POWER BLEACHING PC 10% KIT ACAI Ser.: Lote: 0020/0616 x3	1	0	0
1373080 ST KIT POLIDOR DE UNHAS	1	0	0
SAB AQUACLIN ACIDO SALIC LIQ 120ML	1	0	0
AMOSTRA HERO - DEO COLONIA SPR	1	0	0
PACK TIARA FLOR E LACO UNICO SORTIDO	1	0	0
SWEET LOVE - GLOSS ROLL-ON MORANGO	1	0	0
ENX BUCAL LISTERINE ZERO 250ML	1	0	0
KOLT TATOO M. 004	1	0	0
Sabonete Intimy Neutro	1	0	0
BATOM MARCHETTI FIRENZE - 21	1	0	0
TRESEMME SH PONTAS DUPLAS 12X400ML	1	0	0
MENTA BRASILEIRA 10ML	1	0	0
BASE MEDIA COB. PESSEGO 30ML . .	1	0	0
QDB BASE LIQUIDA MATE 2 30ml	1	0	0
TINTA HD LOURO CLARO BEGE - 8.32	1	0	0
KIT MANICURE SANDALIA	1	0	0
DERMO EXP LENCO MICELAR 25U	1	0	0
DISPLAY SUAVEPES E SUAVEMAOS	1	0	0
COLORACAO 5.41 CASTANHO CLARO	1	0	0
S MISS PLEEZ CONDICIONADOR NORMAL 250ML	1	0	0
BATOM LONGA DURAÇÃO E REMOVEDOR DE BATOM 11	1	0	0
ESMALTE T. BEAUTY SENSITIVE 59 OLD BRONZ	1	0	0
ILLUMINA COL 8/69 60ML_LAEP	1	0	0
GOICOECHEA REAFIRMANTE CR 400G	1	0	0
CRD MALVATRIKIDS BABY 70G	1	0	0
RENO EXC CR 8.3 MEL DOURADO	1	0	0
SAB LUX DESEJO AMORA LIQ 150ML	1	0	0
SINERGIA SERENA LOTE 10	1	0	0
DES HI DRI ROLL-ON UNSCENTED AZUL 44ML	1	0	0
ESM IMPALA TV HGLOSS DEIT REDE 7,5M 6X1	1	0	0
ARGAN MANUT. MASCARA 250G	1	0	0
CLOSE UP C D TRIPLE MENTA 36X170G	1	0	0
KERIUM MASCARA CAPILAR 200ML	1	0	0
SAB DOVE 090GR ESFOLIANTE DIARIA	1	0	0
Sombra Quarteto N05 Crepusculo Elke UN	1	0	0
AGUA TERMAL DE LA ROCHEPOSAYSPR 150ML	1	0	0
LOCAO HIDR. BEBE 100 ML	1	0	0
KIT ESCOVA E PENTE KUKA COR ROSA REFERENCIA 7258	1	0	0
AM ROSADO-007 10ML CART C/6UN	1	0	0
SH SEDA CRESCIMENTO FORTIFICADO 350ML	1	0	0
DES.BOZZANO AERO A.SPORT 90G	1	0	0
NEUTROG.UL.LIGHT P.OL.55 FPS30	1	0	0
SH.TRESEMME LISO E SEDOSO 400M	1	0	0
Leite Umidificador P Cachos 150 Ml Hydra Cachos Amend CX	1	0	0
COND ELSEVE 200ML ARGININA NUT INTENSA	1	0	0
Panta Creme - Lote: 140023	1	0	0
Pincel P Po Compacto Ref. 1419 Marco Boni UN	1	0	0
SHAMPOO BARBEA C.B.B. 150ML	1	0	0
CR CAB PENT FRUCTIS OLEO REPA 3OLS 300ML UN/0001	1	0	0
DOVE SAB BRAN8X6X90G+SAB G F REE PRM 6X5	1	0	0
SABONETE NIVEA ANTIBACTERIANO FRESH 12X85G R80600	1	0	0
Tinta Color Intensy 50 g 0.1 Cinza Intecifica Amend UN	1	0	0
ONE LISS MASCARA RED 500G	1	0	0
CR ORIGEM HID INT COLAGENO 1-KG	1	0	0
PINTA LOCA ROXO - 1X150ML	1	0	0
MASCARA DE HIDRATACAO INSTANTANEA ARG1KG Tot. Tributos R$ 10,53 Federal R$ 7,37 Estadual	1	0	0
COND PHISALIA TLL KID RED VOLUME 480 ML	1	0	0
PRIMER FACIAL VULT ILUMINADOR 20G	1	0	0
COLOR INTENSY 7.31 AMEND 1X1 UN	1	0	0
DES REXONA AERO MASC SPORTFAN 175ML	1	0	0
Y181 - SABONETE SOLIDO - FRAG. COCO - 150 G	1	0	0
Condicionador 200 Ml Forca Hidratante Dove UN	1	0	0
NORMADERM VICHY NOITE DETOX 40ML	1	0	0
REXONA DEO AER AP HAPPY 12X175ML/105G	1	0	0
LY HORSE POWER EDT 100ML	1	0	0
LRP EFFACLAR GEL CONC DESINC 150G	1	0	0
TINTA FIX COLOR 6 4 LOURO ESCURO ACOBREADO	1	0	0
SUPER RICH EDT 100ML	1	0	0
MASTER RESULTS 8.1	1	0	0
Instrumento P Manicure 3pcs Mundial UN	1	0	0
DKNY GOLDEN DELICIOUS MINI 7ML	1	0	0
ESD ORAL B INDICATOR 30 MC	1	0	0
ESTOJO KANITZ FLORISS IN BLOOM	1	0	0
Aces Cabelo B NOS kit tubo varios rabicos mar	1	0	0
Po Compacto Toque De Natureza Onix Ref. 06 Marchetti UN	1	0	0
FONDANT MLT DISCIPLINE 200ML	1	0	0
DUO ESMALTES CANTORAS 2X10MLC6	1	0	0
PO COMP ULTRAMICRO HD SUN BEIGE 12G	1	0	0
PV DSKIN NUDE CONCEALER 003	1	0	0
D AGUA GEL REDUT 750G	1	0	0
FD PAMPERS TOTAL CONF CAIXA XG48	1	0	0
PRO - BATOM LIQ. 8G N. 36 - ARTE NOS PES	1	0	0
ESM T.BEAUTY CREM. 37-CONCRET JUNGLE 9M	1	0	0
CREME OLAY REMOVEDOR DE MAQUIAGEM REGEN P OLHOS 200ML	1	0	0
ESC CABELO INJETADA 540 C/12 UN/CR/	1	0	0
ESC DENT FRESCOR 3D L TUNES PERNALONGA	1	0	0
EDT CK ONE VAPO 100 ML	1	0	0
0271810 ST BASTAO 3 EM 1 MEDIO	1	0	0
ESMALTE ANA HICKMANN:9ML:LIRIO	1	0	0
ESM COLOV/CORRSSC	1	0	0
COLONIA FIORUCCI TOUCH 100ml	1	0	0
ESM.COLOR.CREM.PETALA BCA 6X1 98015 CX0006UN	1	0	0
AQVA MASC EDT 30ML SP	1	0	0
SHAMPOO JOHNSON JOHNSON CRESCIDINHOS CABELOS LISOS 200 ML	1	0	0
EAU DE NUIT EDT V50ML	1	0	0
AMOSTRA NEO MAN SPORT DEO COLO	1	0	0
SABONETE NIVEA PROTEINAS DO LEITE 12X90G R80643	1	0	0
ESTOJO CUIDE- SE BEM AVOS 2014	1	0	0
SAB DAVENE LA FRUTA 180GR MORANGO(E)	1	0	0
Esmalte Cremoso Bon Jour Beauty Color UN	1	0	0
OMBRE HYPNOSE 304S T	1	0	0
660-SHAMPOO ESSENCIA JABORANDI 500ML LA	1	0	0
Deo Colonia Des. Self Env. 100 ml no. 15	1	0	0
BATOM FHACY S NO 03	1	0	0
TONALIZ CT 66/04 LR ESC IN AC 60ML	1	0	0
EYE SHADOW AMBER LIGHTS	1	0	0
TINT NUTRISSE 677 CHOC IVETE(E)	1	0	0
REDUTOR GROSS CAFE 1LT SOUTHLISS	1	0	0
Mamadeira NUK Style 240 ml S2 - Boys | Lotes: 4503| GTIN: 7896098804599	1	0	0
MAMADEIRA DIVERTIDA ORTO SIL 240ML TAM2 ROSA | Lotes: 15050| GTIN: 7896033211345	1	0	0
DEO COLONIA CORDIAL TERNUS 50ML	1	0	0
PERFUME VISIONE DEL AQUILA 50ML	1	0	0
PHYTO SHCD JABORAND	1	0	0
DESC MARCIA MENTA 300G	1	0	0
ESM QUE VENHA A FESTA COSMOPOLITAN 7,5 M/CR/	1	0	0
YSL BELLE DOPIUM EDP 50ML	1	0	0
PV J ADORE VOILE	1	0	0
CR ALIS SFERA 080GR MANT KAR QUER(E)	1	0	0
MASC. MANDIOCA E ALOE VERA 500 GR	1	0	0
ESMALTE LAPOGEE COPACABANA ENCANTOS MIL	1	0	0
EDP ELIE SAAB LE PARFUM VAPO 90 ML	1	0	0
LOR LRP ANTHELIOS AE GEL FPS50 50ML BR	1	0	0
TOALHA RETANGULAR POIS 27,2X38,2 CM	1	0	0
SAB.PROTEX LIMP.PROF.250ML	1	0	0
CARMINE ROUGE BALM 300ML	1	0	0
CERA HIDRO MEL CARTU	1	0	0
Leave In 250 ml Restore Knut UN	1	0	0
NLY C&T MKIT 8.1 LOURO CINZA CLARO	1	0	0
MBONI PENTE MAD FINO	1	0	0
COND SEDA KERAFORC QUIMIC 350M	1	0	0
DEFRIZANTE KERAMAX HIDRATACAO PROFUNDA 250ML	1	0	0
PAIXAO OL MIST 200ML	1	0	0
Cera Depilatoria Roll-On 240 g Maca Verde Iphigeny UN	1	0	0
NIVEA VISAGE LEITE LIMPEZA HID	1	0	0
ESPONJA BANHO FOFITA IMPORTADA ST. CLARA 1X15 GR ST. CLARA 1X15 GR	1	0	0
TINT CR BC P/CAB KIT 6.0 LOURO ESCURO - C/6UNID	1	0	0
KIT NUTRICAP (7 SEM. + MASC. 500G)	1	0	0
SECANTE C LISS DE ESMALTE O CRAVO 400 ML	1	0	0
BAT HYDRAEXT NU 220 ICE MATE	1	0	0
SH. ARGAN SHINE 300ML	1	0	0
SILICON MIX PERLA TRAT. 225 ML	1	0	0
Sist3 Kit Nioxin(Shp150+Cond150+Treat50)	1	0	0
1134175 ST DESODOR ROLLON SOFT	1	0	0
4913604 ST GEL 7 ERVAS DOCE RELA	1	0	0
DELIRIO OLEO MASS CORP MORANGO 10ML Tot. Tributos R$ 5,29 Federal R$ 3,71 Estadual	1	0	0
MMD DIVERTIDA SIL 240ML AZUL | Lotes: 15160| GTIN: 7896033211352	1	0	0
DMAE CORPORAL 60G NATUPELE	1	0	0
KOLESTON COLOR KIT 40 CAST MED 1X12IT	1	0	0
FINALIZADOR ALHO 140G SEM ENXAGUE	1	0	0
8105200 ST LIXA C CORTADOR	1	0	0
PALETA DE CORRETIVO 12 EM 1 - 12 CORES	1	0	0
Gel Pos Depilacao 150 Ml Tradicional Depil San UN	1	0	0
NIVEA DES AER SILVER	1	0	0
CETAPHIL HID RESTOR295	1	0	0
MAMADEIRA DESENHADA BLISTER 1X1 NEW BABY 125-AC	1	0	0
COLONIA DES. VIP FOR WOMAN 100 ML GS	1	0	0
DESODORANTE BI O DERMO PROTECT MASCULINO 52G ROLL ON	1	0	0
CR BETULLA PENT H KITTY DELICADOS 200 ML	1	0	0
PV DERMOSYSTEM LOTION	1	0	0
AD BATOM PERFECT COLOR PINK CABARET	1	0	0
PERFUME SHAKIRA EDT 50ML	1	0	0
ESM BCOLOR S DO ORIEN HIPO CREM SAKURA	1	0	0
NEUTRO BC 250 GR	1	0	0
QUINTETO DE SOMBRA 07 FUNNY	1	0	0
JADORE FEM 50ML EDP	1	0	0
RV ESMALTE CREME TOTALLY TOFFEE	1	0	0
TINT NATUCOR 3.66 AMEIXA EMBELLEZE	1	0	0
BATOM CREMOSO COR DE BOCA	1	0	0
ESMALTE VULT 060-AMOR SECRETO	1	0	0
ESCOVA MISS HIT 25MM/CR/	1	0	0
KOLT TATOO M. 009	1	0	0
LS SHAMPOO CAP. TRATTATI/SFRUTTATI 1 LT	1	0	0
PROTETOR LABIAL PEARTY SHINE	1	0	0
ESMALTE RISQUE ENERGIA CRM 8ML	1	0	0
COND MONANGE 350ML LISOS RAD	1	0	0
DES NIVEA CLEAR SKIN AER 92G	1	0	0
TST AGUA COL. DG LEAU T.ON 1H9 75 ML	1	0	0
KIT SABONETES FIORUCCI ALGAS MARINHAS FLORES	1	0	0
SAB LIQ CREM MIMOSA KN 500ML	1	0	0
POMADA MODELADORA AMEND VALORI	1	0	0
HIDRATANTE PARA OS LABIOS HYDRA QUENCH BAUME	1	0	0
DR REXONA FEM EBONY 50ML	1	0	0
LH DOVE 200ML NUTRICAO ESSENCIAL	1	0	0
Sab.Intimo Pink Glee R.Apple 200g	1	0	0
ACTSUN FACIAL FPS30 C60ML	1	0	0
MBONI ESC ALM MAX 8068	1	0	0
DES AE FEM NIV DOUBL	1	0	0
Esponja Veludo Ref.206 Media Santa Clara UN	1	0	0
SAB PROTEX 090GR PROPOLIS	1	0	0
HYDRAPHASE XL LA ROC LG 50M	1	0	0
LAPIS CONTORNO LABIAL VN PRV	1	0	0
JS BODYL DEO HID PELE FRESQ 12X200ML NAC	1	0	0
Base Liquida C Pump Cores Escuras Vivai UN	1	0	0
CR.D.ORAL-B 3D WHITE 70G	1	0	0
ESP.BARB BOZZAN 150G	1	0	0
SAB FRANCIS 90G CLAS BR	1	0	0
Tinta Profissional Color 60 g 6.77 L.Esc.Marrom.In Yama UN	1	0	0
PÓ COMPACTO FPS35 - 17 - 17 AFRO ESCURO	1	0	0
CORPORI - CREME CLAREADOR DE JOELHOS E COTOVELOS 55 g	1	0	0
LENCO UMED.PAMPERS SENSITIVE 56UN + FRASQUEIRA- 1120859	1	0	0
ESMALTE IVETE SANGALO NECK NECK 9ML	1	0	0
PINCEL BELL DEL. SOM.BOC.	1	0	0
KB2 LEAVE-IN PROTECTOR 1 LITRO	1	0	0
RE VELVET 10 DONT PINK OF IT	1	0	0
PROVADOR BODY SPLASH LA LUNA 200ML	1	0	0
PAPEL HIG. IMPACTO FOLHA DUPLA 4X1 30MTS	1	0	0
ELIXR ULTIME 125ML	1	0	0
SABONETE BARRA REXONA ALOE FRESH 84G	1	0	0
2830418 ST BASE LIQ BEGE MEDIO	1	0	0
SHAMPOO ELSEVE LISS INTENSE EXTEME 200ML	1	0	0
UMIDIFICADOR DE CACHOS MAMONA HIDRAT. TOTAL 500ML	1	0	0
ABS.SL.FIT MAX SUAVE CABA	1	0	0
KIT COR&TON 7.43 LOURO ACOBRE.DOUR.	1	0	0
BATOM ULTRA HIDRAT FPS15 -4G PRECIOUS** -L.201309032	1	0	0
- REF.: (58788966000) - AMOSTRA AGUA PERFUMADA 1,2ML - MJ DOT - DOT MARC JACOBS EAU DE PARFUM SPRAY	1	0	0
Creme Dental Tripla Acao 90 g Hortela Colgate UN	1	0	0
ESMALTE AH CREM STREET LOVE 9 ML	1	0	0
GLOSS STAR REFLEX SHINE LUZES - 3G	1	0	0
KIT COCO 4 PROD+OLEO COCO 110ML+SACOL G	1	0	0
AROMATIZANTE BUCAL DE MENTA 15ML	1	0	0
Maquiagem Olhos Azul	1	0	0
COLO LAPIS CORR MEDI	1	0	0
BD - 901 - ESCOVA DENTAL MACIA INFANTIL - MARCA B-DENT COD. BARRA: 7898506725816 - CX 720 UN	1	0	0
2714507 ST PINCEL PARA TINTURA	1	0	0
TONALIZ CT 6/7 LR ESC MARR 60ML	1	0	0
CREME CUTICULAS PINK 100G	1	0	0
COND COMPOSTO DE FRUTAS 740G	1	0	0
ESM COL CREM BL MAXI COLAR	1	0	0
Escova Mmp 28 18 k Import UN	1	0	0
ESM. BLANT EF. ESP. CRISTALINA 9,5 ML	1	0	0
DES AE FEM J&J PROTC	1	0	0
DIOR VERNIS 553 PRINCESS	1	0	0
ASPA NECESSAIRE SH A SECO OCEAN BLUE 150	1	0	0
KIT UNHAS FASHION FINGRS . UN-0001-UN	1	0	0
Tinta Profissional Color 60 g 5,1 Cast.Cl.Acinzent Yama UN	1	0	0
LOCAO HIDRAT FANTASIES 200 ML	1	0	0
MIRACLE AIR DE TEINT 02 T2	1	0	0
RICCA ELAS S/ MET 897	1	0	0
5V (5.7) BURGUNDY 60 ML	1	0	0
Cera Refil RollOn 100 g Mel Depil San UN	1	0	0
Colonia Borboletinha 225 Ml Suave Betulla UN	1	0	0
SAIS BANHO CALENDULA 5X15G CX6	1	0	0
ILLUMINA COLOR 5/	1	0	0
COL G.BABY CLASSIC ROSA 50ML + PORTA JOIAS	1	0	0
OLEO ESSENCIAL DE MELALEUCA 10 ML	1	0	0
LENCO UMED JOHNSONS BABY REC-NAS C/50	1	0	0
Kit P Viagem Com 4 Frascos 100 ml Ref. 6104 Marco Boni UN	1	0	0
MOLDES P/ SOBRANCELHAS HENNA FIX 10X1	1	0	0
TAPA SEXO COMESTIVEL - 3PCS	1	0	0
SAB DOVE GO FRESH REEQUILIBRIO 90G	1	0	0
CLEAR SH HIDRATACAO INTENSA 12X400ML	1	0	0
L ABSOLU ROUGE 255 T	1	0	0
REMOVEDOR ESMALTE LULU 100ml - KOP DO BRASIL	1	0	0
5417015 ST KIT CHEIROS DO BRASIL	1	0	0
PF DES AERO REXONA BAMBOO 105G UN/0001/UN	1	0	0
ESD BITUFO INTERTUFO CONICO C/6	1	0	0
AC MAKE UP SOMBRA UNIT COMP FANTASY 4 2,5G AC Padrao	1	0	0
DES REXONA ROLL MEN FANATICS 50ML	1	0	0
DERMOVANCE HIDRA 200ML	1	0	0
ACQUA KIDS NAT SABONETE ERVA E HORTELA 80G	1	0	0
AMPOLA LOBEC JABORANDI LOBEC 1X24 UN	1	0	0
ALIC CUTICULA PONTO PT MUNDIAL	1	0	0
LAPISEIRA P/ OLHOS VULT AZUL/CR/	1	0	0
SH PANTEN QUEDA 200	1	0	0
AMOSTRA VERY CHIC DEO COLONIA	1	0	0
SAB LILLO BABY NEUTRO 200ML	1	0	0
Ampola 10 Ml Pos Progressiva Skafe UN	1	0	0
LOÇÃO ADSTRINGENTE 140ML	1	0	0
TOALHA PAPEL SNOB BORDADA 12X2 FD0012UN	1	0	0
IMPROVE F DNA REPAIR 30ML*** -L.201305074	1	0	0
Leave In 150 g Bio Blindagem Skafe UN	1	0	0
501 ESMALTE MOHDA TRAT.B.U.FRANCAS	1	0	0
Aces Cabelo presilha G lisa F1258:U:10	1	0	0
POWER BLEACHING PC 10% KIT PROMOCIONAL Ser.: Lote:0002/1014 x10	1	0	0
TODO CUIDADO - CREME ANTIRRUGAS 55 g	1	0	0
PF TINT MAXTON 7.0 LOURO NATURAL UN/0001/UN	1	0	0
KIT C&B PROT FACIAL 30 50G+ PROT LABIAL	1	0	0
PV HL BB CREAM 50ML	1	0	0
